period,rank,word,similarity,cross_space
contemporary,68,像落,0.565757,False
contemporary,69,抹不掉,0.565607,False
contemporary,70,杨巡挺,0.565425,False
contemporary,71,脑海中,0.565142,False
contemporary,72,石头人,0.565058,False
contemporary,73,视网膜,0.564728,False
contemporary,74,磕磕碰碰,0.564500,False
contemporary,75,翠如意,0.564391,False
contemporary,76,悲愤交加,0.564072,False
contemporary,77,凭直觉,0.563921,False
contemporary,78,一刻起,0.563755,False
contemporary,79,硬块,0.563676,False
contemporary,80,软成,0.563521,False
contemporary,81,速冻,0.562888,False
contemporary,82,键盘,0.562462,False
contemporary,83,巨痛,0.562403,False
contemporary,84,片言只语,0.562318,False
contemporary,85,撕肝裂肺,0.562216,False
contemporary,86,羊癫风,0.561869,False
contemporary,87,哏哏,0.561849,False
contemporary,88,怦,0.561720,False
contemporary,89,切却,0.561624,False
contemporary,90,嗡嗡响,0.561523,False
contemporary,91,麻酥酥,0.561518,False
contemporary,92,释怀,0.561264,False
contemporary,93,毫无警觉,0.561020,False
contemporary,94,浑然不觉,0.560914,False
contemporary,95,搂紧,0.560667,False
contemporary,96,突发,0.560562,False
contemporary,97,撼醒,0.560500,False
contemporary,98,凉凉的,0.560477,False
contemporary,99,鼻根,0.559785,False
contemporary,100,扪心自问,0.559651,False
