transition,ensemble_size,split_id,overlap
mingqing_to_late_qing,1,50,0.44
mingqing_to_late_qing,1,51,0.43
mingqing_to_late_qing,1,52,0.54
mingqing_to_late_qing,1,53,0.54
mingqing_to_late_qing,1,54,0.45
mingqing_to_late_qing,1,55,0.51
mingqing_to_late_qing,1,56,0.51
mingqing_to_late_qing,1,57,0.46
mingqing_to_late_qing,1,58,0.43
mingqing_to_late_qing,1,59,0.57
mingqing_to_late_qing,1,60,0.42
mingqing_to_late_qing,1,61,0.47
mingqing_to_late_qing,1,62,0.48
mingqing_to_late_qing,1,63,0.48
mingqing_to_late_qing,1,64,0.54
mingqing_to_late_qing,1,65,0.43
mingqing_to_late_qing,1,66,0.54
mingqing_to_late_qing,1,67,0.47
mingqing_to_late_qing,1,68,0.45
mingqing_to_late_qing,1,69,0.52
mingqing_to_late_qing,1,70,0.55
mingqing_to_late_qing,1,71,0.54
mingqing_to_late_qing,1,72,0.53
mingqing_to_late_qing,1,73,0.48
mingqing_to_late_qing,1,74,0.46
mingqing_to_late_qing,1,75,0.47
mingqing_to_late_qing,1,76,0.55
mingqing_to_late_qing,1,77,0.53
mingqing_to_late_qing,1,78,0.45
mingqing_to_late_qing,1,79,0.39
mingqing_to_late_qing,1,80,0.42
mingqing_to_late_qing,1,81,0.39
mingqing_to_late_qing,1,82,0.45
mingqing_to_late_qing,1,83,0.45
mingqing_to_late_qing,1,84,0.53
mingqing_to_late_qing,1,85,0.46
mingqing_to_late_qing,1,86,0.47
mingqing_to_late_qing,1,87,0.41
mingqing_to_late_qing,1,88,0.55
mingqing_to_late_qing,1,89,0.49
mingqing_to_late_qing,1,90,0.44
mingqing_to_late_qing,1,91,0.49
mingqing_to_late_qing,1,92,0.52
mingqing_to_late_qing,1,93,0.54
mingqing_to_late_qing,1,94,0.47
mingqing_to_late_qing,1,95,0.5
mingqing_to_late_qing,1,96,0.43
mingqing_to_late_qing,1,97,0.41
mingqing_to_late_qing,1,98,0.49
mingqing_to_late_qing,1,99,0.45
mingqing_to_late_qing,1,100,0.52
