word,mean_change,std_change,ci_low,ci_high,n_trials,z_score,count_pre,count_post,cooc_pre,cooc_post,null_mean,p_value
似的,0.032088,0.034316,-0.035658,0.093969,100,0.935080,3787,3440,153,120,0.001514,0.306931
不堪,0.032021,0.040845,-0.054221,0.109175,100,0.783972,63,168,0,5,-0.007168,0.316832
异常,0.031576,0.043125,-0.045992,0.122182,100,0.732192,255,405,19,30,-0.005205,0.227723
撞击,0.031557,0.039158,-0.051630,0.096134,100,0.805887,52,91,3,8,0.005109,0.346535
便宜,0.031495,0.043157,-0.046721,0.116511,100,0.729763,394,375,6,5,0.005551,0.346535
对着,0.031466,0.041159,-0.046047,0.115867,100,0.764483,1046,838,32,14,-0.004102,0.346535
有气,0.031439,0.040734,-0.047687,0.108166,100,0.771801,48,70,9,23,0.005355,0.287129
不用,0.031386,0.042639,-0.037701,0.113956,100,0.736078,1636,1360,37,18,-0.003970,0.257426
怦怦直跳,0.031341,0.035884,-0.033465,0.112018,100,0.873417,8,18,7,6,0.000867,0.330000
所以,0.031297,0.041694,-0.046156,0.113095,100,0.750640,2840,3160,58,44,-0.000217,0.247525
不敢,0.031174,0.042729,-0.046481,0.105340,100,0.729564,2594,2755,73,73,-0.001442,0.247525
一日,0.031060,0.040572,-0.050267,0.100124,100,0.765560,68,281,1,6,-0.001504,0.267327
惶恐,0.031040,0.040015,-0.045465,0.104618,100,0.775706,69,58,5,5,-0.000717,0.277228
舒展,0.031002,0.038103,-0.037163,0.107763,100,0.813622,51,80,3,6,0.005499,0.346535
隐隐地,0.030950,0.037416,-0.038626,0.105298,100,0.827191,21,46,2,9,0.000307,0.346535
一个月,0.030795,0.035673,-0.036899,0.096632,100,0.863273,231,442,1,6,-0.001821,0.297030
一次,0.030713,0.036119,-0.026283,0.094386,100,0.850324,2418,4348,47,68,0.006584,0.386139
特殊,0.030673,0.039074,-0.038945,0.096537,100,0.785006,232,414,3,9,-0.001331,0.297030
增添,0.030578,0.037786,-0.033266,0.115202,100,0.809246,98,112,6,5,-0.004266,0.287129
明镜,0.030512,0.036883,-0.047181,0.101661,100,0.827254,15,22,9,10,0.009156,0.396040
傻子,0.030434,0.037947,-0.046939,0.100420,100,0.802000,83,334,5,7,-0.001131,0.356436
呻吟,0.030374,0.036605,-0.034258,0.095880,100,0.829784,109,230,4,8,0.005387,0.346535
真的,0.030299,0.039847,-0.070233,0.104665,100,0.760393,1515,2338,35,53,0.006528,0.346535
那份,0.030263,0.035742,-0.028562,0.095026,100,0.846722,96,161,4,9,-0.003067,0.316832
恼怒,0.030203,0.037623,-0.040893,0.102223,100,0.802779,104,124,11,10,0.005031,0.346535
天空,0.030175,0.041490,-0.044866,0.097827,100,0.727280,886,760,10,13,-0.001822,0.346535
太大,0.030165,0.041344,-0.037851,0.113906,100,0.729612,226,366,6,9,0.000010,0.346535
难道,0.030160,0.044239,-0.057587,0.118953,100,0.681736,1028,1355,28,45,0.004347,0.336634
作响,0.030061,0.036550,-0.043659,0.106660,100,0.822466,71,170,1,5,0.006973,0.336634
麻烦,0.030035,0.037977,-0.044324,0.104590,100,0.790872,491,620,0,11,-0.001896,0.297030
做人,0.030032,0.041958,-0.053325,0.103472,100,0.715754,58,337,1,11,-0.002207,0.297030
真正,0.030014,0.042443,-0.061023,0.108265,100,0.707152,895,1495,14,48,-0.003258,0.297030
流向,0.030001,0.032884,-0.033866,0.091719,100,0.912338,18,47,0,6,0.001176,0.376238
亲爱,0.029998,0.036108,-0.030245,0.092655,100,0.830797,150,237,5,8,0.001686,0.376238
格登,0.029979,0.037598,-0.033302,0.094550,100,0.797373,10,10,0,6,0.000777,0.340426
周身,0.029878,0.042407,-0.045280,0.111488,100,0.704553,72,74,7,5,0.006213,0.396040
一刻,0.029843,0.038199,-0.036219,0.109308,100,0.781254,226,286,4,7,-0.004799,0.257426
弄堂,0.029818,0.043800,-0.045027,0.128321,100,0.680778,179,298,5,6,-0.000409,0.297030
快乐,0.029762,0.041029,-0.048191,0.094976,100,0.725388,311,428,22,16,0.006075,0.356436
一分,0.029645,0.040881,-0.042918,0.109066,100,0.725163,137,150,4,6,0.006394,0.356436
秘书,0.029615,0.036260,-0.041100,0.101819,100,0.816719,118,580,0,6,-0.000943,0.346535
情愿,0.029386,0.037931,-0.049856,0.098789,100,0.774722,173,224,5,15,-0.002890,0.287129
门前,0.029258,0.045322,-0.074076,0.111659,100,0.645546,272,431,2,6,-0.012077,0.188119
惦记,0.029248,0.035924,-0.037815,0.091331,100,0.814165,61,52,5,6,0.002103,0.326733
庆幸,0.029211,0.045370,-0.062029,0.109215,100,0.643837,86,104,5,13,0.005799,0.346535
东西,0.029136,0.038543,-0.058946,0.099397,100,0.755929,4509,5282,111,120,-0.002694,0.287129
三天,0.028942,0.038362,-0.040441,0.101370,100,0.754439,527,643,2,10,0.002662,0.326733
脸色苍白,0.028942,0.035773,-0.044836,0.090148,100,0.809032,53,74,1,5,0.004930,0.366337
女子,0.028911,0.047213,-0.075957,0.108904,100,0.612350,213,772,3,12,-0.010780,0.247525
设想,0.028818,0.039730,-0.038024,0.103106,100,0.725354,81,207,5,11,0.006367,0.405941
令人,0.028817,0.037105,-0.033772,0.101438,100,0.776647,208,576,6,14,-0.002134,0.316832
一下,0.028720,0.041061,-0.059509,0.102395,100,0.699438,7567,6749,188,199,0.002144,0.306931
得以,0.028681,0.038717,-0.044301,0.104732,100,0.740789,31,138,1,6,-0.004100,0.257426
猴子,0.028599,0.039295,-0.054343,0.103472,100,0.727800,74,315,0,5,-0.004521,0.287129
妹妹,0.028487,0.040045,-0.051152,0.091270,100,0.711392,406,1297,7,30,-0.003038,0.267327
没底,0.028359,0.041028,-0.062358,0.103026,100,0.691214,34,55,15,40,0.002072,0.336634
可怕,0.028299,0.040025,-0.045432,0.114008,100,0.707029,532,637,23,22,-0.007264,0.326733
悔恨,0.028172,0.042127,-0.051306,0.112907,100,0.668751,58,56,8,9,0.011016,0.386139
对了,0.028149,0.038466,-0.042707,0.092898,100,0.731776,348,445,4,8,-0.003223,0.267327
诧异,0.028053,0.040311,-0.039046,0.098873,100,0.695915,92,178,4,9,-0.004306,0.267327
幻想,0.027972,0.039220,-0.048143,0.108745,100,0.713209,229,231,10,7,0.007065,0.405941
自有,0.027692,0.039747,-0.044910,0.094788,100,0.696700,26,160,2,6,0.001249,0.306931
波澜,0.027354,0.032095,-0.038700,0.091481,100,0.852297,8,29,4,9,0.006648,0.366337
留下,0.027307,0.039544,-0.039680,0.102930,100,0.690550,1145,1370,28,44,-0.006892,0.306931
走进,0.027284,0.042348,-0.053781,0.100442,100,0.644287,1252,1228,17,16,-0.012143,0.227723
师娘,0.027275,0.038931,-0.045835,0.104962,100,0.700594,9,129,0,6,0.005622,0.366337
老师,0.027256,0.042703,-0.052138,0.110045,100,0.638276,860,2515,11,49,-0.000168,0.326733
双方,0.027247,0.037889,-0.035063,0.104552,100,0.719139,231,425,2,6,0.000233,0.356436
永不,0.026996,0.035308,-0.034972,0.098951,100,0.764605,64,92,3,5,0.001540,0.366337
明显,0.026994,0.039278,-0.047805,0.102513,100,0.687252,256,497,7,8,0.002900,0.366337
无数,0.026745,0.038325,-0.043017,0.095957,100,0.697840,236,369,13,15,-0.000071,0.287129
精力,0.026738,0.045354,-0.066576,0.104641,100,0.589538,157,204,2,5,0.000701,0.306931
不过,0.026706,0.040758,-0.056720,0.113637,100,0.655224,3949,4087,85,102,0.006523,0.386139
一粒,0.026692,0.041647,-0.061225,0.095264,100,0.640902,138,203,9,5,0.011968,0.435644
安静,0.026652,0.038539,-0.047527,0.112303,100,0.691547,357,359,15,7,0.004249,0.346535
涌上,0.026651,0.038131,-0.039228,0.095900,100,0.698953,94,116,69,88,-0.006869,0.287129
感叹,0.026606,0.044982,-0.048976,0.116437,100,0.591473,108,195,3,22,-0.006536,0.267327
父母,0.026479,0.039639,-0.060411,0.094240,100,0.668008,299,1096,3,27,0.004015,0.356436
已有,0.026450,0.035177,-0.056089,0.091927,100,0.751930,72,194,2,6,-0.005340,0.297030
实现,0.026370,0.034566,-0.036245,0.086120,100,0.762894,324,288,4,8,-0.000119,0.336634
周恩来,0.026307,0.042538,-0.058542,0.114404,100,0.618448,13,293,0,5,-0.001622,0.366337
干脆,0.026285,0.040602,-0.061887,0.084469,100,0.647388,537,681,3,7,0.004048,0.415842
爱情,0.026234,0.035668,-0.038625,0.094064,100,0.735523,276,857,8,35,0.002209,0.366337
地面,0.026148,0.037718,-0.038267,0.107367,100,0.693256,256,352,1,5,-0.003506,0.316832
之中,0.025951,0.042874,-0.048785,0.098305,100,0.605279,337,1082,5,9,0.002767,0.297030
舒服,0.025891,0.042926,-0.062504,0.098811,100,0.603144,390,428,96,70,0.000094,0.316832
隐隐,0.025860,0.036791,-0.047492,0.088334,100,0.702883,88,202,5,46,0.009282,0.435644
天下,0.025849,0.037805,-0.038425,0.096077,100,0.683755,516,592,6,14,0.001176,0.346535
阳光,0.025842,0.039844,-0.054067,0.102179,100,0.648573,530,958,7,22,0.002284,0.455446
站立,0.025839,0.036449,-0.043895,0.097577,100,0.708910,147,154,3,5,-0.010459,0.306931
全都,0.025837,0.039982,-0.044916,0.107459,100,0.646211,1035,1156,35,30,-0.012788,0.287129
衣服,0.025781,0.043102,-0.053459,0.104344,100,0.598142,1586,2003,15,16,-0.000341,0.346535
日里,0.025773,0.036271,-0.042711,0.096394,100,0.710572,56,218,1,8,0.001891,0.316832
忧郁,0.025760,0.037934,-0.043213,0.090914,100,0.679068,76,181,5,13,0.004611,0.396040
不知,0.025631,0.042355,-0.051909,0.099187,100,0.605154,2368,3386,114,127,0.004344,0.336634
身影,0.025577,0.040092,-0.060150,0.094075,100,0.637968,211,296,11,15,-0.003409,0.287129
满足,0.025560,0.037645,-0.040910,0.095486,100,0.678975,313,420,13,17,-0.000698,0.366337
做成,0.025557,0.038400,-0.050034,0.085110,100,0.665544,102,207,1,5,-0.002402,0.287129
地想,0.025196,0.036231,-0.044919,0.080294,100,0.695425,366,316,65,44,0.004639,0.386139
时代,0.025114,0.035626,-0.035824,0.084045,100,0.704933,355,512,3,6,-0.004435,0.316832
健康,0.025089,0.037897,-0.049728,0.097169,100,0.662013,123,133,1,9,0.002234,0.376238
努力,0.025087,0.040494,-0.037473,0.096991,100,0.619522,465,646,23,23,0.002143,0.356436
意识,0.025083,0.035980,-0.046582,0.088588,100,0.697138,301,758,11,15,-0.000723,0.346535
无法,0.025080,0.038935,-0.051232,0.098598,100,0.644137,408,1575,19,64,-0.000005,0.356436
跳跃,0.025030,0.036875,-0.047669,0.083586,100,0.678783,110,127,4,5,0.006266,0.396040
单纯,0.024865,0.039196,-0.044807,0.103386,100,0.634374,128,188,0,5,-0.001136,0.425743
墨黑,0.024843,0.037509,-0.043021,0.097621,100,0.662328,32,56,1,5,0.002815,0.415842
哀伤,0.024843,0.039017,-0.051676,0.106737,100,0.636718,30,42,5,5,0.001301,0.356436
疑虑,0.024841,0.037671,-0.058943,0.096235,100,0.659427,58,63,9,11,-0.004005,0.366337
资金,0.024764,0.042034,-0.056978,0.109325,100,0.589145,100,313,1,8,0.009121,0.405941
燃烧,0.024721,0.037936,-0.036139,0.095570,100,0.651643,358,310,66,26,0.007103,0.455446
气力,0.024666,0.041747,-0.060511,0.104214,100,0.590842,63,70,0,5,0.003075,0.326733
文化,0.024548,0.045000,-0.060522,0.106218,100,0.545508,416,662,5,5,-0.000121,0.376238
站长,0.024358,0.034135,-0.045466,0.086401,100,0.713579,243,667,7,8,-0.010958,0.267327
房间,0.024353,0.034737,-0.041307,0.088638,100,0.701058,499,1480,7,13,-0.006034,0.277228
不肯,0.024021,0.037288,-0.053416,0.093920,100,0.644185,925,1090,17,21,0.000791,0.336634
病人,0.023887,0.041592,-0.067229,0.099466,100,0.574317,288,331,3,13,0.000275,0.316832
也别,0.023743,0.039483,-0.052911,0.084111,100,0.601353,214,283,3,6,0.004483,0.386139
骂人,0.023679,0.036816,-0.037448,0.107183,100,0.643180,137,184,2,8,-0.004103,0.306931
面对,0.023564,0.045730,-0.053976,0.122120,100,0.515283,348,871,17,21,-0.000689,0.306931
平息,0.023562,0.037328,-0.059797,0.091671,100,0.631230,61,124,1,14,0.001487,0.356436
阿公,0.023490,0.038894,-0.049145,0.103538,100,0.603955,17,51,1,5,-0.004181,0.326733
愤懑,0.023469,0.036063,-0.039309,0.088966,100,0.650783,57,38,8,7,0.004990,0.386139
压抑,0.023449,0.039713,-0.054450,0.100480,100,0.590462,59,156,21,14,0.003317,0.376238
飞速,0.023434,0.038723,-0.038988,0.099221,100,0.605153,25,54,1,5,0.002625,0.316832
一惊,0.023433,0.035420,-0.050043,0.082725,100,0.661564,345,254,16,9,-0.007693,0.396040
哭泣,0.023432,0.042464,-0.049241,0.117419,100,0.551795,143,188,4,7,0.003182,0.455446
作为,0.023393,0.036855,-0.047290,0.089529,100,0.634739,536,1192,5,26,0.000635,0.316832
罗汉,0.023377,0.038435,-0.053296,0.089749,100,0.608221,88,313,2,5,-0.005850,0.336634
结果,0.023346,0.039179,-0.053070,0.102360,100,0.595893,1036,1427,17,19,0.000983,0.346535
一生,0.023341,0.037098,-0.041121,0.095611,100,0.629173,220,565,3,9,0.007078,0.396040
一个大,0.023237,0.039425,-0.053764,0.091333,100,0.589402,638,666,15,12,-0.000421,0.356436
即将,0.023220,0.033453,-0.046138,0.077715,100,0.694102,208,259,4,7,-0.010982,0.287129
时时,0.023168,0.038313,-0.068035,0.092006,100,0.604692,105,147,3,9,0.003408,0.366337
盘旋,0.023064,0.040376,-0.045984,0.100947,100,0.571221,71,126,7,15,0.001638,0.405941
退休,0.022793,0.033564,-0.039643,0.080505,100,0.679098,19,209,0,5,-0.007200,0.336634
造成,0.022771,0.041733,-0.060539,0.089286,100,0.545635,284,458,1,10,0.001278,0.396040
娘舅,0.022726,0.040373,-0.052709,0.088467,100,0.562911,5,148,0,5,-0.001267,0.336634
准确,0.022715,0.039586,-0.044009,0.093694,100,0.573816,160,260,0,7,0.005168,0.415842
证明,0.022674,0.038474,-0.050801,0.097783,100,0.589349,440,595,6,10,0.014096,0.465347
打碎,0.022389,0.042938,-0.067821,0.104460,100,0.521419,65,71,0,5,-0.001768,0.287129
祖母,0.022371,0.035507,-0.057036,0.076065,100,0.630053,5,254,0,9,-0.000844,0.356436
变得,0.022168,0.035292,-0.050435,0.095914,100,0.628135,1056,1551,30,42,-0.003394,0.326733
不管,0.022124,0.043502,-0.070195,0.108259,100,0.508583,1633,1652,37,39,-0.000742,0.405941
这事,0.021905,0.037669,-0.035964,0.096203,100,0.581506,597,1305,16,31,0.002846,0.346535
可怜,0.021858,0.037033,-0.046298,0.097651,100,0.590242,488,723,8,23,0.001378,0.366337
幸福,0.021824,0.037447,-0.060023,0.096199,100,0.582779,716,777,39,30,0.004465,0.425743
肚子,0.021822,0.038422,-0.047986,0.092901,100,0.567963,937,743,21,19,0.004338,0.405941
远去,0.021803,0.043715,-0.055366,0.115232,100,0.498747,85,123,1,6,-0.003075,0.386139
获得,0.021714,0.042597,-0.059748,0.105372,100,0.509765,185,490,6,5,-0.000487,0.376238
柔软,0.021605,0.038707,-0.070699,0.085812,100,0.558178,58,191,2,7,0.002995,0.396040
十年,0.021586,0.034805,-0.050137,0.077453,100,0.620196,208,381,0,5,-0.001505,0.376238
怀着,0.021543,0.042995,-0.065388,0.089611,100,0.501051,368,344,8,19,0.000778,0.415842
艰难,0.021477,0.045427,-0.078813,0.103016,100,0.472788,303,398,5,8,0.004174,0.425743
如同,0.021345,0.039393,-0.055748,0.096816,100,0.541859,320,649,32,15,-0.004296,0.386139
含满,0.021272,0.033649,-0.039578,0.092977,100,0.632175,6,13,4,8,0.002718,0.402062
不到,0.021252,0.037822,-0.046969,0.099513,100,0.561898,1929,2059,25,35,-0.002854,0.336634
形式,0.021209,0.037099,-0.058275,0.088002,100,0.571687,111,240,3,5,-0.003585,0.366337
身子,0.021204,0.037599,-0.041553,0.094618,100,0.563954,1911,1696,43,34,-0.001376,0.376238
念头,0.021122,0.036344,-0.029877,0.094079,100,0.581173,350,456,103,108,-0.002381,0.386139
一软,0.021078,0.039376,-0.057161,0.103345,100,0.535309,29,73,2,6,0.000879,0.366337
烟雾,0.020936,0.038238,-0.044232,0.095265,100,0.547515,224,206,0,8,0.001428,0.425743
障碍,0.020899,0.038164,-0.046307,0.095530,100,0.547627,56,98,0,6,0.008209,0.396040
出汗,0.020790,0.035592,-0.051027,0.087026,100,0.584125,48,75,5,8,0.002823,0.376238
夫人,0.020766,0.041353,-0.057406,0.089669,100,0.502152,68,496,0,9,-0.002400,0.386139
窘迫,0.020721,0.042477,-0.058379,0.101003,100,0.487815,29,61,0,5,0.004420,0.396040
发热,0.020668,0.037801,-0.049243,0.085793,100,0.546763,110,78,31,6,0.000709,0.356436
不停,0.020558,0.043164,-0.067340,0.096623,100,0.476274,602,845,24,21,0.002061,0.396040
不可,0.020262,0.042208,-0.041389,0.118113,100,0.480059,847,993,13,13,0.008280,0.425743
等于,0.020229,0.042846,-0.071514,0.100275,100,0.472145,269,547,4,10,-0.005038,0.306931
一急,0.020165,0.034612,-0.038939,0.086717,100,0.582604,46,27,23,5,0.000516,0.396040
愿望,0.020110,0.039685,-0.053819,0.090139,100,0.506744,174,248,10,17,0.005036,0.376238
害怕,0.020105,0.041346,-0.056356,0.098605,100,0.486268,826,926,68,52,-0.001215,0.356436
世界,0.020044,0.040418,-0.052663,0.095806,100,0.495909,843,2190,11,33,-0.006081,0.356436
心事,0.019947,0.034048,-0.042086,0.082664,100,0.585844,446,250,22,7,0.005693,0.356436
里头,0.019791,0.039877,-0.058483,0.092039,100,0.496312,558,561,8,12,-0.008168,0.336634
长时间,0.019759,0.039215,-0.046385,0.103930,100,0.503863,106,260,6,5,-0.003371,0.356436
意说,0.019737,0.037513,-0.052126,0.097681,100,0.526127,87,49,3,5,-0.002164,0.346535
承担,0.019722,0.040841,-0.055013,0.093377,100,0.482908,69,196,2,8,-0.006682,0.386139
随即,0.019349,0.036100,-0.034024,0.100535,100,0.535971,282,322,7,11,-0.001241,0.306931
老婆,0.019273,0.037251,-0.047779,0.081483,100,0.517381,1224,1866,21,40,-0.000875,0.336634
那人,0.019153,0.039986,-0.060771,0.086501,100,0.478986,570,673,9,5,-0.012388,0.277228
晚上,0.019141,0.039046,-0.073062,0.085661,100,0.490228,2090,2403,25,28,0.002339,0.376238
女人,0.019069,0.042710,-0.064774,0.096060,100,0.446476,2171,6490,44,117,0.000214,0.346535
红太阳,0.019001,0.035026,-0.048990,0.083403,100,0.542485,6,15,0,7,-0.002109,0.366337
大多数,0.018993,0.041133,-0.063516,0.100344,100,0.461756,214,244,4,6,0.004624,0.396040
这一,0.018969,0.044633,-0.077384,0.098976,100,0.425000,461,369,11,9,0.003939,0.366337
一张,0.018938,0.036513,-0.049655,0.084885,100,0.518655,1407,2183,15,28,0.003196,0.396040
美妙,0.018912,0.038247,-0.051124,0.096575,100,0.494479,106,161,9,5,0.005549,0.455446
去过,0.018835,0.046706,-0.070307,0.110454,100,0.403279,122,250,4,6,0.006283,0.435644
毛病,0.018689,0.037491,-0.048534,0.082232,100,0.498479,352,381,4,11,0.001378,0.435644
才能,0.018633,0.036316,-0.046463,0.088591,100,0.513085,1148,1194,25,17,0.003689,0.445545
过意不去,0.018623,0.039323,-0.053372,0.099140,100,0.473598,55,56,9,12,-0.000137,0.415842
永远,0.018582,0.038693,-0.062266,0.103834,100,0.480238,920,1511,44,65,0.003622,0.376238
吃到,0.018567,0.041006,-0.066332,0.102729,100,0.452791,87,120,12,5,-0.003980,0.376238
光明,0.018472,0.039498,-0.064756,0.085595,100,0.467674,175,168,2,7,-0.006343,0.326733
快活,0.018325,0.040383,-0.063466,0.085548,100,0.453773,196,174,10,11,0.003050,0.415842
彼此,0.018318,0.040388,-0.059727,0.082984,100,0.453539,203,298,10,8,-0.010591,0.247525
铭记,0.018306,0.039289,-0.057605,0.096497,100,0.465940,7,14,2,6,-0.000700,0.386139
伤害,0.018303,0.036499,-0.051410,0.092849,100,0.501459,120,243,3,5,0.002237,0.366337
奇异,0.018266,0.036857,-0.052310,0.087048,100,0.495590,54,123,1,9,-0.001009,0.405941
喜欢,0.018230,0.043766,-0.067788,0.091013,100,0.416536,1301,2695,70,62,-0.003150,0.316832
依旧,0.018130,0.038431,-0.057098,0.080819,100,0.471756,154,235,5,11,0.002918,0.386139
熬煎,0.018115,0.041576,-0.049632,0.108737,100,0.435715,30,65,5,6,-0.000217,0.336634
小心,0.018111,0.041977,-0.061297,0.093453,100,0.431453,895,659,9,9,0.003388,0.405941
接近,0.017958,0.041058,-0.067398,0.098133,100,0.437371,527,404,12,9,0.006185,0.396040
走开,0.017872,0.038997,-0.046090,0.108960,100,0.458283,374,273,9,10,-0.006450,0.326733
产生,0.017811,0.040278,-0.057030,0.094427,100,0.442208,467,759,62,78,-0.006780,0.346535
委屈,0.017796,0.040687,-0.064174,0.086809,100,0.437376,304,456,33,50,0.000333,0.425743
说法,0.017783,0.035821,-0.055813,0.085278,100,0.496456,237,346,5,5,-0.002193,0.356436
有事,0.017764,0.040291,-0.066018,0.099592,100,0.440892,417,377,24,18,0.002433,0.386139
青春,0.017742,0.039508,-0.046592,0.082273,100,0.449081,151,245,9,7,0.006634,0.445545
少平,0.017662,0.034206,-0.048496,0.077393,100,0.516334,57,820,0,24,-0.001823,0.376238
重复,0.017580,0.039873,-0.055125,0.105152,100,0.440906,212,305,7,7,-0.000720,0.405941
做出,0.017517,0.041478,-0.054777,0.100750,100,0.422316,273,769,5,15,0.003956,0.415842
小东西,0.017476,0.038551,-0.074639,0.079446,100,0.453322,43,242,2,9,0.001767,0.405941
恍然大悟,0.017449,0.045368,-0.078764,0.097643,100,0.384605,80,92,2,6,-0.007878,0.346535
难言,0.017289,0.037868,-0.051168,0.079878,100,0.456557,22,36,9,9,0.004737,0.435644
疑问,0.017265,0.040823,-0.057788,0.101513,100,0.422932,109,121,7,28,-0.000450,0.415842
不必,0.017258,0.037023,-0.059181,0.085339,100,0.466130,364,588,3,11,0.005222,0.356436
果然,0.017108,0.034983,-0.052213,0.078342,100,0.489051,813,1210,17,20,-0.009445,0.297030
尊重,0.017082,0.038032,-0.059495,0.092504,100,0.449151,171,299,4,6,-0.000753,0.386139
提醒,0.017062,0.041667,-0.057612,0.092950,100,0.409479,400,547,8,11,0.001633,0.366337
一会,0.017025,0.037293,-0.047280,0.086922,100,0.456515,1557,678,14,10,-0.002970,0.316832
感慨,0.016994,0.044979,-0.067731,0.098454,100,0.377816,168,276,11,28,0.002520,0.445545
闻到,0.016924,0.040074,-0.075967,0.091803,100,0.422308,112,296,3,8,-0.001146,0.386139
张嘴,0.016801,0.037896,-0.056476,0.090697,100,0.443346,275,272,5,6,-0.004389,0.405941
没见,0.016776,0.037033,-0.047513,0.085509,100,0.453002,245,259,2,5,0.000798,0.356436
不忍,0.016738,0.038041,-0.059535,0.075865,100,0.440005,72,153,4,21,-0.000278,0.425743
当然,0.016715,0.036538,-0.047546,0.087725,100,0.457456,2392,3380,42,55,0.003760,0.445545
总算,0.016645,0.036539,-0.048830,0.091220,100,0.455522,364,508,8,21,-0.002041,0.396040
说什么,0.016641,0.039266,-0.060398,0.096803,100,0.423796,1173,1290,47,27,0.009789,0.425743
手下,0.016614,0.042182,-0.066025,0.099940,100,0.393875,201,299,3,5,0.004104,0.425743
技术,0.016375,0.039057,-0.050349,0.094117,100,0.419267,335,628,1,11,0.003457,0.445545
过分,0.016372,0.039919,-0.056125,0.097752,100,0.410113,198,237,8,6,-0.001376,0.366337
十多年,0.016355,0.038426,-0.052117,0.086632,100,0.425632,41,111,1,5,-0.000187,0.386139
嗡嗡,0.016286,0.041724,-0.054103,0.104010,100,0.390340,99,131,2,9,0.005523,0.475248
操心,0.016284,0.047747,-0.076075,0.119452,100,0.341049,197,328,2,5,0.000969,0.376238
想不出,0.016275,0.040794,-0.062731,0.089742,100,0.398965,203,184,5,9,-0.006078,0.297030
渐渐,0.016220,0.032700,-0.038256,0.074178,100,0.496028,1067,1142,34,65,0.000773,0.376238
梦境,0.016192,0.041407,-0.054376,0.091704,100,0.391052,51,121,2,5,0.006351,0.425743
然而,0.016122,0.042775,-0.074720,0.080096,100,0.376889,573,963,15,17,0.000351,0.376238
句子,0.016096,0.039482,-0.064274,0.096219,100,0.407682,15,78,1,6,-0.009081,0.287129
揣着,0.016007,0.035153,-0.045353,0.082157,100,0.455356,48,62,14,8,-0.002693,0.376238
信仰,0.015992,0.039958,-0.051354,0.091686,100,0.400213,54,140,1,5,0.004137,0.475248
是不是,0.015963,0.039236,-0.059173,0.089105,100,0.406838,1478,2229,18,40,0.000536,0.366337
拼命,0.015935,0.041374,-0.056094,0.106341,100,0.385131,316,456,2,7,0.005641,0.405941
小学,0.015839,0.037791,-0.049124,0.083314,100,0.419130,256,782,1,9,-0.000149,0.386139
异样,0.015784,0.035131,-0.054292,0.078190,100,0.449279,75,128,8,15,0.001187,0.386139
暗骂,0.015754,0.036350,-0.044310,0.083936,100,0.433406,17,8,10,7,-0.003320,0.346535
肯定,0.015718,0.039328,-0.068321,0.092286,100,0.399677,703,1947,25,40,-0.004792,0.376238
脸颊,0.015712,0.042315,-0.062471,0.083044,100,0.371318,109,224,4,7,0.001270,0.405941
忘记,0.015693,0.045503,-0.077006,0.090938,100,0.344889,729,726,18,13,-0.006355,0.336634
苦闷,0.015676,0.034889,-0.057669,0.079765,100,0.449306,85,79,10,10,0.003506,0.445545
意外,0.015596,0.039588,-0.064186,0.090192,100,0.393963,463,415,15,5,0.005485,0.475248
不耐烦,0.015584,0.039223,-0.061485,0.096212,100,0.397314,333,312,11,5,0.006887,0.455446
过不去,0.015477,0.035177,-0.052958,0.078067,100,0.439986,146,138,12,7,-0.000029,0.396040
进度,0.015456,0.037093,-0.064206,0.072565,100,0.416691,20,63,0,5,0.007731,0.445545
恐慌,0.015456,0.037377,-0.060611,0.081912,100,0.413509,73,64,7,5,0.001314,0.405941
回事,0.015392,0.043332,-0.060918,0.090299,100,0.355212,275,281,6,7,0.002574,0.405941
月光,0.015379,0.037640,-0.049808,0.090980,100,0.408585,336,436,5,8,-0.001120,0.405941
扰乱,0.014836,0.039755,-0.071337,0.085327,100,0.373186,94,38,1,5,0.007600,0.485149
猛然,0.014791,0.039209,-0.066070,0.084675,100,0.377234,430,287,33,27,-0.002586,0.425743
变为,0.014664,0.038847,-0.057835,0.089646,100,0.377489,68,134,0,6,-0.009586,0.346535
热闹,0.014618,0.041862,-0.075740,0.097847,100,0.349201,631,633,9,13,0.001586,0.455446
难以,0.014501,0.041025,-0.057482,0.085652,100,0.353478,256,534,23,26,0.004885,0.465347
照片,0.014401,0.040288,-0.061142,0.083158,100,0.357452,227,673,5,5,0.000168,0.366337
想著,0.014391,0.040808,-0.066772,0.113549,100,0.352649,9,26,1,6,-0.011113,0.336634
火辣辣,0.014355,0.041271,-0.062098,0.078002,100,0.347821,53,65,7,5,-0.003156,0.405941
资料,0.014316,0.039027,-0.060228,0.084860,100,0.366816,54,314,2,5,0.005116,0.475248
一本,0.014285,0.039895,-0.063438,0.088147,100,0.358069,214,462,14,13,-0.002704,0.356436
家人,0.014255,0.041004,-0.061655,0.097077,100,0.347641,70,539,0,8,-0.018138,0.326733
能够,0.014244,0.038251,-0.054722,0.081049,100,0.372381,1555,928,24,8,0.000028,0.435644
北京,0.014132,0.039665,-0.055692,0.079303,100,0.356296,517,1453,4,13,-0.006296,0.356436
甚至,0.014052,0.039626,-0.056528,0.108240,100,0.354614,939,2698,17,72,0.002469,0.445545
弟弟,0.014039,0.045668,-0.057384,0.112387,100,0.307409,428,1280,11,38,-0.003085,0.356436
