word,mean_change,std_change,ci_low,ci_high,n_trials,z_score,count_pre,count_post,cooc_pre,cooc_post,null_mean,p_value
菩萨,-0.093813,0.042445,-0.166212,-0.010939,100,-2.210228,1036,293,12,7,-0.000817,0.960396
门首,-0.095063,0.036985,-0.163978,-0.029287,100,-2.570336,1037,624,11,6,0.004624,0.940594
宝玉,-0.096051,0.037587,-0.166716,-0.004236,100,-2.555408,3638,1284,180,17,0.009294,1.000000
人儿,-0.096371,0.042590,-0.191155,-0.015457,100,-2.262739,201,210,16,10,0.004778,0.960396
行李,-0.098448,0.037053,-0.166412,-0.031639,100,-2.656931,1167,992,9,8,0.006081,0.970297
小鹿儿,-0.098484,0.033214,-0.159119,-0.034467,100,-2.965156,9,11,9,12,0.002053,0.958763
老者,-0.102571,0.041278,-0.181680,-0.022326,100,-2.484864,881,792,6,5,0.001520,0.960396
公子,-0.104163,0.037273,-0.186173,-0.037802,100,-2.794614,5489,3149,87,57,0.003021,0.970297
言语,-0.105666,0.038600,-0.173411,-0.037353,100,-2.737454,1692,1142,65,51,0.011724,0.990099
饮食,-0.105878,0.035611,-0.161249,-0.037628,100,-2.973210,486,325,17,5,-0.002404,0.970297
畜生,-0.108812,0.036116,-0.174278,-0.033857,100,-3.012813,287,232,8,5,0.003090,0.970297
娘子,-0.110078,0.042266,-0.184856,-0.021755,100,-2.604433,1980,1178,26,21,0.010452,0.980198
和尚,-0.117168,0.040947,-0.229488,-0.058798,100,-2.861416,3142,1894,53,30,0.005223,0.990099
大悦,-0.117170,0.039925,-0.212470,-0.047179,100,-2.934749,280,127,38,20,-0.000274,0.960396
风流,-0.119065,0.038062,-0.184584,-0.052800,100,-3.128198,564,406,16,8,-0.005422,1.000000
闻言,-0.119265,0.037494,-0.184124,-0.037885,100,-3.180925,702,520,40,19,0.006142,0.980198
秀才,-0.123114,0.042654,-0.198655,-0.040285,100,-2.886326,1587,627,22,9,0.008519,1.000000
麻子,-0.125742,0.033308,-0.197275,-0.055502,100,-3.775170,331,137,6,5,-0.000135,0.990099
大王,-0.126947,0.046156,-0.201933,-0.030060,100,-2.750407,1788,669,5,6,-0.002475,0.980198
寻思,-0.127696,0.039707,-0.210218,-0.058029,100,-3.215965,387,181,48,37,0.003710,1.000000
火发,-0.129567,0.032577,-0.199847,-0.074533,100,-3.977300,27,18,9,8,0.003639,1.000000
一梦,-0.129690,0.040159,-0.206698,-0.052866,100,-3.229373,147,81,3,5,-0.007710,0.990099
道士,-0.134450,0.041034,-0.214969,-0.048806,100,-3.276574,1007,738,8,5,-0.001103,1.000000
时分,-0.145743,0.038232,-0.211813,-0.072838,100,-3.812075,795,379,10,6,0.001257,1.000000
老身,-0.151999,0.035130,-0.214023,-0.087190,100,-4.326706,599,235,9,6,0.000555,0.990099
思量,-0.154210,0.038991,-0.226002,-0.081972,100,-3.954968,674,181,102,25,0.009609,1.000000
妇人,-0.223816,0.034679,-0.291271,-0.163297,100,-6.453914,4454,1264,96,19,-0.000455,1.000000
